# NEAD 1.0 UTF-8
# [METADATA]
# doi = https://doi.org/10.16904/envidat.1
# reference = "Steffen, K. (2020). Greenland Climate Network (GC-Net) Data. EnviDat. doi: doi:10.16904/envidat.1"
# station_id = 107282
# station_name = GC-NET station SMSPET
# srid = EPSG:4326
# geometry = POINTZ ()
# nodata = 
# timestamp_meaning = end
# timezone = 0
# field_delimiter = ,
# 
# [FIELDS]
# fields = timestamp,TA1,TA2,RH1,VW1,DW1,HW1,V,ISWR,OSWR,NR,NR_cor,HS1,SZA,SAA,Alb,RH1_cor
# add_value = 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
# scale_factor = 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
# units = time,DegreesC,DegreesC,%/100,m/s,Degrees,m,V,W/m^2,W/m^2,W/m^2,W/m^2,m,Degrees,Degrees,-,%/100
# display_description = timestamp_iso,air_temperature_1,air_temperature_2,relative_humidity_1,wind_speed_1,wind_from_direction_1,height_wind_sensor_1,battery_voltage,shortwave_incoming_radiation,shortwave_outgoing_radiation,net_radiation,net_radiation_corrected,surface_height_1,solar_zenith_angle,solar_azimuth_angle,surface_albedo,relative_humidity_1_cor
# database_fields = timestamp_iso,airtemp1,airtemp2,rh1,windspeed1,winddir1,hw1,battvolt,swin,swout,netrad,netrad_cor,hs1,solar_zenith_angle,solar_azimuth_angle,alb,rh1_cor
# database_fields_data_types = timestamp,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real
# 
# [DATA]
# 
# 
2002-06-02 00:00:00+00:00,0.39,0.31,78.05,0.54,206.48,0.80,13.50,1.79,1.17,3.14,3.27,-0.02,66.90,176.54,,78.57
2002-06-03 00:00:00+00:00,1.40,1.13,87.46,0.68,132.43,0.80,13.86,1.19,0.78,3.84,4.01,-0.01,67.28,187.45,,87.47
2002-06-04 00:00:00+00:00,1.58,1.34,89.66,1.04,192.69,0.80,14.03,1.15,0.73,4.24,4.44,-0.01,67.15,187.45,,89.66
2002-06-05 00:00:00+00:00,0.12,-0.09,93.19,1.63,266.43,0.80,14.11,1.28,0.81,4.95,5.22,-0.01,67.02,187.45,,93.35
2002-06-06 00:00:00+00:00,-0.46,-0.56,88.32,1.69,297.50,0.80,13.93,1.51,1.14,2.11,2.22,-0.01,66.91,187.45,,88.93
2002-06-07 00:00:00+00:00,-0.90,-1.19,82.71,1.55,229.40,0.80,13.64,1.84,1.47,0.41,0.46,-0.01,66.79,187.45,,83.99
2002-06-08 00:00:00+00:00,-1.28,-1.28,76.22,1.78,113.94,0.80,13.79,1.89,1.43,1.33,1.43,-0.01,66.69,187.45,,78.08
2002-06-09 00:00:00+00:00,0.67,0.56,69.66,3.25,119.57,0.80,13.99,2.07,1.45,3.22,3.40,-0.01,66.59,187.45,,70.00
2002-06-10 00:00:00+00:00,0.56,0.27,73.96,2.76,168.20,0.81,13.96,1.90,1.30,4.01,4.24,-0.02,66.50,187.45,,74.28
2002-06-11 00:00:00+00:00,0.34,0.20,73.99,1.37,139.95,0.81,14.02,2.12,1.43,3.72,3.90,-0.02,66.42,187.45,,74.69
